image_path,mask_path,precision,recall,f1_score,iou,mae,mse
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/ILSVRC2013_test_00007257.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/ILSVRC2013_test_00007257.png,0.957292220450872,0.8789456557130012,0.916447540390109,0.8457804916260251,0.09833754599094391,0.04112469404935837
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/n03710721_5708.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/n03710721_5708.png,0.9421745925442694,0.8563311688340842,0.8972042153489329,0.8135723925233551,0.06672634184360504,0.04604987055063248
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00079009.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00079009.png,0.7558609539405123,0.7971014492926597,0.7759336244054202,0.6338983051095661,0.043352097272872925,0.024470416828989983
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/sun_bzpplgfcoucekaud.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/sun_bzpplgfcoucekaud.png,0.9603489294242388,0.678811659210829,0.7954023113458705,0.6603053435299725,0.04433896765112877,0.026010708883404732
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/n03777568_3258.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/n03777568_3258.png,0.7472289808124566,0.7394328517993731,0.7433104919268279,0.5914829873830199,0.11301852762699127,0.08455676585435867
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Image/sun_aviafvvriarhqqyy.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Mask/sun_aviafvvriarhqqyy.png,0.11194968555693209,0.9955257270703521,0.2012664674543819,0.11189338699743795,0.21188229322433472,0.14111758768558502
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/n03662601_32604.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/n03662601_32604.png,0.9297183469352536,0.9843924191754628,0.9562745386331963,0.9162127107674134,0.024923697113990784,0.01583958975970745
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00085900.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00085900.png,0.9579455977101298,0.9870920154898194,0.9723004282704993,0.9460940261586056,0.021908998489379883,0.013365350663661957
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00035077.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00035077.png,0.859663191671238,0.5151369534110939,0.6442307951300348,0.4751773049878025,0.07853253185749054,0.047421280294656754
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Image/sun_azsodalnmbonqiga.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Mask/sun_azsodalnmbonqiga.png,0.6874473462773844,0.9725864123989766,0.8055281459888204,0.6743801653161668,0.04434414207935333,0.02073667198419571
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/ILSVRC2013_test_00007764.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/ILSVRC2013_test_00007764.png,0.9454887218065605,0.9976199920667347,0.9708550487892069,0.943360840212177,0.01747574657201767,0.0070900218561291695
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Image/n03832673_13364.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TR/DUTS-TR-Mask/n03832673_13364.png,0.7923097752532858,0.9965940054496493,0.8827877573459254,0.7901701323279751,0.10668665915727615,0.07555896043777466
/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00004492.jpg,/Users/nafiesallahu/Documents/Nafja's Doc/Genpact/salient-object-detection-cnn/data/DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00004492.png,0.965986394560394,0.9348939283149309,0.9501858762302332,0.9050991501483641,0.010212568566203117,0.007070701569318771
