epoch,train_loss,val_loss,train_precision,train_recall,train_f1_score,train_iou,train_mae,train_mse,val_precision,val_recall,val_f1_score,val_iou,val_mae,val_mse
13,0.55587612767832,0.5891438959396049,0.7200757085661135,0.7310551453075783,0.7255239099586837,0.5692722570048002,0.1589972650567326,0.08915034577660605,0.6620854333375297,0.77929953241531,0.7159265499249999,0.5575432769726283,0.17876586736473318,0.10012228952797309
14,0.5489739816341925,0.5754272286614327,0.7241274523188147,0.7372032438025359,0.7306068662793945,0.5755560021763672,0.15641753329049557,0.08785573367678791,0.6985572131865886,0.7431636403060989,0.7201703911650361,0.5627080010200424,0.1668631353811042,0.09458597675476173
15,0.5456041824052094,0.5685235504826455,0.725674281636902,0.7403142699873749,0.7329211934395296,0.5784337650415157,0.1551661020790765,0.08716236463380517,0.6856720823074764,0.7739333070204033,0.7271341688858025,0.5712574897822862,0.16695540194233802,0.09509129934523204
16,0.5428650735496381,0.5694166003432992,0.7288960064362092,0.7389177908732101,0.7338727039434914,0.5796199778563701,0.15397679954493812,0.0866358635622427,0.688525177810921,0.7744628510525272,0.7289699919071116,0.5735269491001795,0.16882288711120005,0.09422435496665843
17,0.5402707891726712,0.5909957918402267,0.7327239616617766,0.738962945024786,0.7358302467029025,0.5820659894650063,0.15282089768746576,0.08596184374268996,0.6405589809721906,0.8259353597875391,0.7215306757526082,0.5643707145432477,0.18262878596170307,0.10257212988624018
18,0.5383231259157898,0.5716597035731354,0.7335191012867287,0.741360480820019,0.7374189640253496,0.5840567177965361,0.15221067332346505,0.08564362338376702,0.7143017838749627,0.7211763628030741,0.7177226316467245,0.5597249227735094,0.16546460016541284,0.09294763934632687
19,0.5333294303045361,0.5631144928605589,0.7354496445529567,0.747861982375985,0.7416038977212729,0.5893246718517183,0.1500841713607858,0.08461800123026611,0.7121402947414406,0.7366524215439328,0.7241890168193106,0.5676303124232477,0.16377336715590463,0.0920783768931072
20,0.5318268279854311,0.5574154100597721,0.7377241755012558,0.7460771626640077,0.7418771751120499,0.5896698897614748,0.14948574659474398,0.08424184908013825,0.7225889154431308,0.7334286766461703,0.7279684647954713,0.5722880410374084,0.15736670286892213,0.09065989427880881
21,0.5271452488921105,0.5977255716307522,0.7406337407617251,0.7493462000091845,0.744964515029659,0.5935804179834936,0.14781446197710998,0.08331893246108239,0.6380150890268247,0.8227523835081549,0.7187022700675643,0.5609174380158444,0.18432859933539614,0.10397922313989025
22,0.5249392699757848,0.5620893684968556,0.743506346900384,0.7497873655402983,0.7466336637312951,0.5957026410010636,0.14640214396999518,0.0828973255162939,0.7064446773305683,0.7538669706542136,0.7293858445895881,0.5740419405173502,0.16398247219111822,0.09154993543171719
23,0.5221614743153983,0.5545627062451349,0.7439547607631819,0.7530247264864389,0.7484622836724938,0.5980341199919855,0.14589569324200308,0.08232752578520994,0.723854361275182,0.7362447353601488,0.7299969945664446,0.5747993999399137,0.1580207710702942,0.08998407392877422
24,0.5205753757319319,0.5572743089231726,0.7468480008578795,0.7537070503710322,0.7502618658715633,0.6003352372377859,0.14482882536605957,0.08196236543699142,0.7161694470297834,0.7443613864735128,0.7299933473676825,0.5747948774453963,0.1623618151125026,0.08985312061052617
25,0.5186039589523176,0.5785907339559843,0.7476574457474451,0.7546688092730897,0.75114678304192,0.6014692089627341,0.1441214351643116,0.08157600320807291,0.6630249962116451,0.8120187006996542,0.729996962913975,0.5747993609232777,0.16847713633555256,0.09984132422976298
