epoch,train_loss,val_loss,train_precision,train_recall,train_f1_score,train_iou,train_mae,train_mse,val_precision,val_recall,val_f1_score,val_iou,val_mae,val_mse
11,0.46446317263699455,0.45305378959603504,0.8310941043591729,0.8429551819284933,0.8369826334614466,0.7196647623642904,0.08893647339365898,0.0556009914295389,0.8353605820746722,0.857006199070029,0.8460449743763687,0.733169785497015,0.08928490067793898,0.054175761477281786
12,0.45492196856288736,0.4563621458125441,0.8351973537289328,0.8477536957855328,0.8414286933263287,0.7262640393510922,0.08660541091216814,0.05421448684340223,0.8104101098685264,0.8816699811702756,0.8445395438017981,0.7309116667460561,0.09063853244360996,0.0562723312552457
13,0.4442890607763868,0.45213501624865077,0.8382575001684149,0.8535426107029215,0.8458310154324332,0.7328484918162832,0.08415089070250135,0.052869147480627814,0.8101853449816304,0.8912259661154551,0.848775624877521,0.7372807836404336,0.08767103125685699,0.056175398895491474
14,0.4398987266776759,0.41722514000657485,0.8416606584899579,0.8553816826744565,0.8484657105052109,0.7368132262643271,0.08284201743132477,0.05193324159113092,0.8600874031105239,0.8618805130036227,0.8609830325346912,0.7559000813438527,0.07497561661756202,0.05002080806058972
15,0.43212163737060827,0.4271663620251499,0.8452347495147549,0.8584485792637945,0.8517904296170099,0.7418422877105754,0.08045113630251054,0.05081713520879046,0.8277474770019748,0.8847426357763006,0.8552966073561205,0.7471774767935562,0.08399630271612782,0.051780276880790926
16,0.4235479474723886,0.41649986752500273,0.8496549118624771,0.8617416039303053,0.8556555853611512,0.7477255620549705,0.07856918639546141,0.049443241499979564,0.8573662316279506,0.8634035121044731,0.8603742891515451,0.7549621482925133,0.07740132339706976,0.049724963850864806
17,0.4202028689909419,0.4212936929439845,0.8520095904568413,0.8622704524569995,0.8571093214813575,0.749948637262422,0.07760818565657379,0.04909297218289944,0.82061141405041,0.9003713528326808,0.858643131475984,0.7523003021775712,0.08084982671864228,0.052134313837510264
18,0.4135634499733601,0.4136918337173658,0.8548150686057101,0.864019473276791,0.859392634205773,0.7534517535431156,0.07632404783040012,0.04818367596886573,0.8509309304335058,0.8745592173142095,0.862583302895824,0.7583705172329588,0.07579190888735529,0.05011197725591594
19,0.4050264167238813,0.42905408235853665,0.8561542099086832,0.8692981932593591,0.8626761460643108,0.7585140583163903,0.07435469291078935,0.047033466160160686,0.831562282342215,0.879607805891201,0.854910551460753,0.7465884326696738,0.0820948000333897,0.052250340313025535
20,0.406780826947011,0.4105828646315287,0.8575196278333815,0.8672164518462285,0.8623407890432335,0.7579956868512735,0.07461447405705758,0.04717051636735234,0.8362715785315689,0.8915598431797025,0.8630311440004377,0.7590631225313915,0.07689702273537852,0.0499180595275678
21,0.3965188131201158,0.42167555479562446,0.8613205226194843,0.8713277329831305,0.8662952363289655,0.7641277080907997,0.0723506498336792,0.04587037628943767,0.8482312109265714,0.8678292592342054,0.8579183348624727,0.7511882438460791,0.07781590337622656,0.051116356524090245
22,0.39347345585123117,0.4028710081969222,0.8610116052385512,0.8747465705768346,0.8678247534847235,0.7665109643618336,0.0715818137730207,0.04549216270942343,0.827424983989294,0.9057068897621049,0.8647980305138583,0.7618010186869837,0.0770633971854432,0.04951456746673339
23,0.3872117170718832,0.41013649014169223,0.8668446594864864,0.8758167147540608,0.8713075982865984,0.7719619480722099,0.06957209353053241,0.0443414724748069,0.8092086024281624,0.9211081313681374,0.8615401053855488,0.7567592810282825,0.07952358752284965,0.05170587723283735
24,0.38583612000176665,0.39805995203452565,0.8646936796247485,0.8783519507397678,0.8714693103684816,0.7722158602393535,0.06955280515578909,0.044298126394048745,0.8235583366158638,0.9127903252036536,0.8658814961989907,0.7634841329856898,0.07567312346439656,0.04941230431862482
25,0.38209711027801585,0.39274878932596885,0.8689065934120309,0.8759215178653397,0.8723999615153846,0.7736785373977255,0.06866385922519438,0.04375209014623537,0.8535610857560353,0.8878384747339859,0.8703624327762591,0.7704793509435686,0.07146937596573405,0.04702619639263578
